T1,T2,T1C,T2C,Count
order_catalog_item_r,object_identifier_index,item_id,object_id,26
order_catalog_synonym,alt_sel_list,synonym_id,synonym_id,26
order_ingredient,orders,order_id,order_id,26
order_radiology,rad_report,parent_order_id,order_id,26
orders,order_catalog_synonym,catalog_cd,catalog_cd,26
outputctx,station,output_dest_cd,output_dest_cd,26
person,chart_request,person_id,person_id,26
prsnl_group_reltn,prsnl_group,prsnl_group_id,prsnl_group_id,26
report_detail_task,pathology_case,case_id,case_id,26
task_activity,prsnl,updt_id,person_id,26
bill_item,med_product,ext_parent_reference_id,manf_item_id,25
case_report,pathology_case,case_id,case_id,25
ce_blob_result,clinical_event,event_id,event_id,25
encntr_info,encounter,encntr_id,encntr_id,25
medication_definition,med_ingred_set,item_id,parent_item_id,25
name_value_prefs,app_prefs,parent_entity_id,app_prefs_id,25
order_product,med_identifier,item_id,item_id,25
orders,order_catalog_synonym,synonym_id,synonym_id,25
pathway_comp,pathway_catalog,pathway_catalog_id,pathway_catalog_id,25
person_name,prsnl,person_id,person_id,25
price_sched_items,price_sched,price_sched_id,price_sched_id,25
product,product_category,product_cat_cd,product_cat_cd,25
rad_exam,order_radiology,order_id,order_id,25
surgical_case,perioperative_document,surg_case_id,surg_case_id,25
clinical_event,encntr_domain,encntr_id,encntr_id,24
clinical_event,encntr_prsnl_reltn,encntr_id,encntr_id,24
clinical_event,task_activity,parent_event_id,event_id,24
code_value_outbound,order_catalog,code_value,catalog_cd,24
dcp_input_ref,name_value_prefs,dcp_input_ref_id,parent_entity_id,24
encounter,orders,person_id,person_id,24
fill_print_ord_hx,encounter,encntr_id,encntr_id,24
item_definition,med_ingred_set,item_id,parent_item_id,24
logical_domain,person,logical_domain_id,logical_domain_id,24
long_text,person_info,long_text_id,long_text_id,24
med_ingred_set,med_def_flex,parent_item_id,item_id,24
med_ingred_set,med_identifier,parent_item_id,item_id,24
mltm_order_catalog_load,order_catalog_synonym,synonym_cki,cki,24
oe_format_fields,order_entry_format,oe_format_id,oe_format_id,24
order_catalog_synonym,orders,synonym_id,synonym_id,24
orders,encntr_domain,person_id,person_id,24
person,dcp_forms_activity,person_id,person_id,24
person,person_prsnl_reltn,person_id,person_id,24
person,task_activity,person_id,person_id,24
person_alias,sch_event_patient,person_id,person_id,24
person_combine,person_alias,to_person_id,person_id,24
person_combine_det,person_alias,entity_id,person_alias_id,24
pft_encntr,pe_status_reason,pft_encntr_id,pft_encntr_id,24
pref_card_pick_list,object_identifier_index,item_id,object_id,24
product_event,product,product_id,product_id,24
prsnl,him_pv_document,person_id,request_prsnl_id,24
prsnl,order_radiology,person_id,order_physician_id,24
prsnl,phone,person_id,parent_entity_id,24
scd_story,encounter,encounter_id,encntr_id,24
scd_story,prsnl,author_id,person_id,24
track_event,tracking_event,track_event_id,track_event_id,24
yrmc_measures,nomenclature,concept_cki,concept_cki,24
allergy,person,person_id,person_id,23
authorization,encntr_plan_auth_r,authorization_id,authorization_id,23
bill_item_modifier,charge,bill_item_id,bill_item_id,23
clinical_event,fill_print_ord_hx,person_id,person_id,23
dcp_flex_rtg,dcp_flex_printer,dcp_flex_rtg_id,dcp_flex_rtg_id,23
dcp_forms_activity,task_activity,task_id,task_id,23
dm_environment,dm_info,environment_id,info_number,23
encntr_person_reltn,encntr_plan_reltn,encntr_id,encntr_id,23
encntr_prsnl_reltn,sch_appt,encntr_id,encntr_id,23
fill_print_ord_hx,order_ingredient,order_id,order_id,23
logical_domain,organization,logical_domain_id,logical_domain_id,23
logical_domain,prsnl,logical_domain_id,logical_domain_id,23
med_admin_event,orders,order_id,order_id,23
medication_definition,order_catalog_item_r,item_id,item_id,23
mic_order_lab,mic_task_log,order_id,order_id,23
order_catalog_item_r,orders,catalog_cd,catalog_cd,23
order_catalog_synonym,synonym_item_r,synonym_id,synonym_id,23
order_radiology,order_catalog,catalog_cd,catalog_cd,23
pft_charge,gl_trans_log,activity_id,activity_id,23
pft_encntr,billing_entity,billing_entity_id,billing_entity_id,23
pft_hold_criteria,pft_hold,pft_hold_id,pft_hold_id,23
phone,encounter,parent_entity_id,person_id,23
price_sched,price_sched_items,price_sched_id,price_sched_id,23
prsnl,person_name,person_id,person_id,23
sch_appt,person_alias,person_id,person_id,23
sch_list_res,sch_list_role,list_role_id,list_role_id,23
task_access,application_group,app_group_cd,app_group_cd,23
address,prsnl,parent_entity_id,person_id,22
chart_distribution,chart_request,distribution_id,distribution_id,22
clinical_event,dcp_forms_activity_comp,parent_event_id,parent_entity_id,22
cr_report_request,encounter,encntr_id,encntr_id,22
cr_report_request,person,person_id,person_id,22
dcp_forms_activity,clinical_event,encntr_id,encntr_id,22
dcp_forms_ref,dcp_forms_def,dcp_form_instance_id,dcp_form_instance_id,22
encounter,interface_charge,encntr_id,encntr_id,22
encounter,problem,person_id,person_id,22
filter_entity_reltn,order_sentence,parent_entity_id,order_sentence_id,22
med_def_flex,prod_dispense_hx,item_id,item_id,22
medication_definition,object_identifier_index,item_id,object_id,22
mic_order_lab,orders,order_id,order_id,22
order_comment,long_text,long_text_id,long_text_id,22
orders,order_radiology,order_id,order_id,22
org_set_org_r,org_set,org_set_id,org_set_id,22
person_alias,person_combine_det,person_alias_id,entity_id,22
prsnl,encounter,person_id,pre_reg_prsnl_id,22
prsnl,sch_event_action,person_id,action_prsnl_id,22
tracking_event,tracking_item,tracking_id,tracking_id,22
um_charge_event_st,encounter,encntr_id,encntr_id,22
ce_coded_result,nomenclature,nomenclature_id,nomenclature_id,21
clinical_event,ce_med_result,event_id,event_id,21
container_accession,container,container_id,container_id,21
dispense_hx,prsnl,run_user_id,person_id,21
location,encounter,location_cd,loc_facility_cd,21
long_text_reference,sch_template,long_text_id,text_id,21
med_def_flex,med_identifier,item_id,item_id,21
med_package_type,med_def_flex,med_package_type_id,med_package_type_id,21
nomenclature,alpha_responses,nomenclature_id,nomenclature_id,21
order_action,order_serv_res_container,order_id,order_id,21
order_catalog_synonym,surg_case_procedure,synonym_id,synonym_id,21
order_recon,encounter,encntr_id,encntr_id,21
order_review,order_notification,order_id,order_id,21
org_set,org_set_prsnl_r,org_set_id,org_set_id,21
pat_ed_doc_followup,pat_ed_document,pat_ed_doc_id,pat_ed_document_id,21
pathway,encounter,encntr_id,encntr_id,21
patient_dispense,prsnl,dispense_prov_id,person_id,21
person_prsnl_activity,person_alias,person_id,person_id,21
prefdir_entry,prefdir_value,entry_id,entry_id,21
problem,encounter,person_id,person_id,21
prsnl,rad_report_prsnl,person_id,report_prsnl_id,21
prsnl,surg_case_procedure,person_id,primary_surgeon_id,21
rx_image,rx_image_hx,image_id,image_id,21
sch_event_action,sch_appt,sch_event_id,sch_event_id,21
sch_sub_list,sch_text_link,parent_id,text_link_id,21
sch_template,sch_sub_list,template_id,template_id,21
sch_text_link,sch_event,parent_id,appt_type_cd,21
time_zone_r,encounter,parent_entity_id,loc_facility_cd,21
br_datamart_value,br_datamart_category,br_datamart_category_id,br_datamart_category_id,20
clinical_event,v500_event_set_explode,event_cd,event_cd,20
dcp_forms_activity,dcp_forms_activity_comp,dcp_forms_activity_id,dcp_forms_activity_id,20
discrete_task_assay,v500_event_code,event_cd,event_cd,20
location,code_value_extension,location_cd,code_value,20
long_text,result_comment,long_text_id,long_text_id,20
medication_definition,price_sched,price_sched_id,price_sched_id,20
mic_ar_order,person,person_id,person_id,20
mic_stat_order,person,person_id,person_id,20
nomenclature,br_datamart_value,nomenclature_id,parent_entity_id,20
oe_format_fields,orders,oe_format_id,oe_format_id,20
oen_txlog,esi_log,msgid,msgid,20
order_action,order_detail,order_id,order_id,20
order_catalog,code_value_event_r,catalog_cd,parent_cd,20
order_catalog_synonym,ocs_facility_r,synonym_id,synonym_id,20
order_container_r,container_event,container_id,container_id,20
order_task,task_discrete_r,reference_task_id,reference_task_id,20
orders,prsnl,status_prsnl_id,person_id,20
person,problem,person_id,person_id,20
pft_charge,pft_encntr,pft_encntr_id,pft_encntr_id,20
pft_combine_log,pft_encntr,from_xxx_id,pft_encntr_id,20
pft_encntr,encntr_loc_hist,encntr_id,encntr_id,20
preference_card,prsnl,prsnl_id,person_id,20
price_sched_items,bill_item,bill_item_id,bill_item_id,20
procedure,nomenclature,nomenclature_id,nomenclature_id,20
prsnl,prsnl_group_reltn,person_id,person_id,20
rc_d_census_event,rc_f_daily_census,rc_d_census_event_id,rc_d_census_event_id,20
result,orders,order_id,order_id,20
scd_story,encntr_alias,encounter_id,encntr_id,20
sch_event,sch_event_action,sch_event_id,sch_event_id,20
bill_item,bill_only_proc_reltn,ext_parent_reference_id,catalog_cd,19
bo_hp_reltn,pft_charge_bo_reltn,benefit_order_id,benefit_order_id,19
clinical_event,ce_blob,event_id,event_id,19
container,v500_specimen,specimen_id,specimen_id,19
container_event,container_accession,container_id,container_id,19
device_xref,prsnl,parent_entity_id,person_id,19
encntr_domain,clinical_event,person_id,person_id,19
encounter,cds_batch_content_hist,encntr_id,parent_entity_id,19
encounter,drg,encntr_id,encntr_id,19
encounter,encntr_domain,person_id,person_id,19
fill_print_ord_hx,fill_print_hx,run_id,run_id,19
location,location_group,location_cd,child_loc_cd,19
nomenclature,order_detail,nomenclature_id,oe_field_value,19
order_action,order_review,order_id,order_id,19
order_catalog_review,order_catalog,catalog_cd,catalog_cd,19
order_entry_format,orders,oe_format_id,oe_format_id,19
order_entry_format_parent,order_catalog_synonym,oe_format_id,oe_format_id,19
order_ingredient,dispense_hx,order_id,order_id,19
order_serv_res_container,container,container_id,container_id,19
orders,order_ingredient,order_id,order_id,19
person,person_name,person_id,person_id,19
person_plan_reltn,person,person_id,person_id,19
pft_encntr,pft_proration,pft_encntr_id,pft_encntr_id,19
pft_trans_reltn,pft_charge,activity_id,activity_id,19
prsnl,charge,person_id,ord_phys_id,19
prsnl,cv_proc,person_id,prim_physician_id,19
prsnl,order_review,person_id,provider_id,19
prsnl_alias,order_action,person_id,order_provider_id,19
surgical_case,prsnl_alias,surgeon_prsnl_id,person_id,19
v500_event_code,clinical_event,event_cd,event_cd,19
v500_event_code,v500_event_set_explode,event_cd,event_cd,19
working_view_section,working_view,working_view_id,working_view_id,19
batch_trans,batch_trans_reltn,batch_trans_id,batch_trans_id,18
bill_item,charge,bill_item_id,bill_item_id,18
clinical_event,order_detail,order_id,order_id,18
clinical_event,task_activity,order_id,order_id,18
device_xref,device,device_cd,device_cd,18
gl_alias,gl_trans_log,gl_alias_name_key,gl_company_unit_alias_nbr,18
identifier,object_identifier,identifier_id,identifier_id,18
lh_d_query,lh_amb_event_data_2016,d_query_id,d_query_id,18
location,fill_print_ord_hx,location_cd,facility_cd,18
location,prsnl_org_reltn,organization_id,organization_id,18
mic_task_log,long_text,long_text_id,long_text_id,18
mic_task_log,order_serv_res_container,order_id,order_id,18
order_detail,clinical_event,order_id,order_id,18
order_radiology,charge,order_id,order_id,18
order_radiology,orders,order_id,order_id,18
pathway_action,pathway,pathway_id,pathway_id,18
person,sch_entry,person_id,person_id,18
pft_encntr,account,acct_id,acct_id,18
pft_trans_alias,trans_log,pft_trans_alias_id,trans_alias_id,18
product_event,person,person_id,person_id,18
prot_master,pt_prot_reg,prot_master_id,prot_master_id,18
prsnl,fill_print_ord_hx,person_id,updt_id,18
prsnl,task_activity_assignment,person_id,assign_prsnl_id,18
prsnl_alias,sch_appt,person_id,person_id,18
rad_exam,rad_exam_prsnl,rad_exam_id,rad_exam_id,18
result,clinical_event,order_id,order_id,18
sch_action_date,sch_entry,sch_action_id,sch_action_id,18
sch_event_action,sch_entry,sch_action_id,sch_action_id,18
sch_event_patient,sch_appt,sch_event_id,sch_event_id,18
um_charge_event_st,person,patient_id,person_id,18
working_view,working_view_section,working_view_id,working_view_id,18
working_view_item,working_view_section,working_view_section_id,working_view_section_id,18
account,pft_acct_reltn,acct_id,acct_id,17
allergy,fill_print_ord_hx,person_id,person_id,17
ce_dynamic_label,clinical_event,person_id,person_id,17
chart_request,chart_distribution,distribution_id,distribution_id,17
chart_request,clinical_event,encntr_id,encntr_id,17
clinical_event,ce_dynamic_label,ce_dynamic_label_id,ce_dynamic_label_id,17
clinical_event,order_catalog,catalog_cd,catalog_cd,17
code_value_extension,person_prsnl_reltn,code_value,person_prsnl_r_cd,17
detail_prefs,name_value_prefs,detail_prefs_id,parent_entity_id,17
discrete_task_assay,reference_range_factor,task_assay_cd,task_assay_cd,17
encntr_plan_auth_r,encntr_plan_reltn,encntr_plan_reltn_id,encntr_plan_reltn_id,17
encounter,fill_print_ord_hx,encntr_id,encntr_id,17
encounter,sch_entry,encntr_id,encntr_id,17
long_text,encntr_info,long_text_id,long_text_id,17
med_dispense,med_identifier,item_id,item_id,17
mic_ar_order,mic_task_log,order_id,order_id,17
nomenclature,nomen_entity_reltn,nomenclature_id,nomenclature_id,17
order_catalog_synonym,mltm_order_catalog_load,cki,synonym_cki,17
order_catalog_synonym,orders,catalog_cd,catalog_cd,17
organization,encounter,organization_id,place_of_svc_org_id,17
person,person_prsnl_reltn,person_id,prsnl_person_id,17
person_plan_profile_reltn,person_plan_reltn,person_plan_reltn_id,person_plan_reltn_id,17
pft_trans_reltn,pft_encntr,parent_entity_id,pft_encntr_id,17
processing_task,ap_task_assay_addl,task_assay_cd,task_assay_cd,17
prod_dispense_hx,med_identifier,item_id,item_id,17
prsnl,pathway_action,person_id,action_prsnl_id,17
pw_cat_reltn,pathway_catalog,pw_cat_s_id,pathway_catalog_id,17
sch_appt_loc,sch_appt_type,appt_type_cd,appt_type_cd,17
sch_assoc,sch_object,parent_id,sch_object_id,17
session_xref,session_log,session_num,session_num,17
v500_event_code,discrete_task_assay,event_cd,event_cd,17
view_prefs,name_value_prefs,view_prefs_id,parent_entity_id,17
application_context,prsnl,person_id,person_id,16
bed,room,loc_room_cd,location_cd,16
ce_event_prsnl,prsnl_alias,action_prsnl_id,person_id,16
ce_specimen_coll,clinical_event,event_id,event_id,16
charge,order_product,order_id,order_id,16
clinical_event,med_admin_event,event_id,event_id,16
code_value_event_r,order_catalog,parent_cd,catalog_cd,16
dispense_hx,order_detail,order_id,order_id,16
doc_set_section_ref_r,doc_set_element_ref,doc_set_section_ref_id,doc_set_section_ref_id,16
long_text,interp_data,long_text_id,long_text_id,16
mic_order_lab,accession_order_r,order_id,order_id,16
object_identifier_index,item_definition,object_id,item_id,16
order_action,order_notification,order_id,order_id,16
order_catalog,orc_resource_list,catalog_cd,catalog_cd,16
order_detail,order_radiology,order_id,order_id,16
orders,order_catalog_item_r,catalog_cd,catalog_cd,16
orders,order_comment,order_id,order_id,16
person,allergy,person_id,person_id,16
pft_encntr,pft_encntr_collection_reltn,pft_encntr_id,pft_encntr_id,16
problem,nomenclature,nomenclature_id,nomenclature_id,16
prsnl,case_attendance,person_id,case_attendee_id,16
prsnl,ccl_report_audit,person_id,updt_id,16
prsnl_alias,proc_prsnl_reltn,person_id,prsnl_person_id,16
result_comment,result,result_id,result_id,16
service_resource,orc_resource_list,service_resource_cd,service_resource_cd,16
address,person_patient,parent_entity_id,person_id,15
batch_trans_file,pft_trans_reltn,batch_trans_file_id,batch_trans_file_id,15
bo_hp_reltn,health_plan,health_plan_id,health_plan_id,15
charge,prsnl,updt_id,person_id,15
code_value_outbound,address,code_value,state_cd,15
container,container_accession,container_id,container_id,15
encntr_alias,product_event,encntr_id,encntr_id,15
encntr_loc_hist,encntr_alias,encntr_id,encntr_id,15
fill_print_ord_hx,pharmacy_notes,order_id,order_id,15
him_pv_chart,prsnl,admitting_person_id,person_id,15
interface_charge,person,person_id,person_id,15
lh_d_person,lh_mu_fx_metrics,d_person_id,d_person_id,15
med_cost_hx,med_identifier,med_product_id,med_product_id,15
mic_sus_med_result,mic_sus_order_detail,task_log_id,task_log_id,15
mic_task_log,clinical_event,order_id,order_id,15
name_value_prefs,discrete_task_assay,merge_id,task_assay_cd,15
oe_format_fields,order_catalog,oe_format_id,oe_format_id,15
order_catalog,bill_item,catalog_cd,ext_parent_reference_id,15
order_compliance_detail,orders,order_nbr,order_id,15
order_laboratory,orders,order_id,order_id,15
